text_raw,text_clean,intent,category,emotion,emotion_score,confidence_label,source,language,multi_category,alt_category,created_at
medicines bought,medicines bought,health,medical,impulsive,-0.44,0.83,sms,english,False,,2024-11-22
mobile recharge done,mobile recharge done,bill_payment,electricity,regret,-0.54,0.98,manual,english,False,,2024-06-16
junk food again 😐,junk food again,food_order,groceries,anxiety,-0.81,0.88,sms,hinglish,False,,2024-07-31
health checkup,health checkup,health,medical,care,0.26,0.84,manual,english,False,,2025-03-26
metro recharge,metro recharge,commute,cab,anxiety,-0.71,0.89,manual,hinglish,False,,2024-11-28
learning platform subscription,learning platform subscription,education,education,stress,-0.56,0.94,sms,english,False,,2025-05-02
cat food purchase,cat food purchase,pet_care,pet_supplies,happy,0.69,0.97,manual,english,False,,2024-01-08
doctor visit,doctor visit,health,medical,impulsive,-0.41,0.94,sms,hinglish,False,,2024-11-11
app premium plan,app premium plan,subscription,subscription,casual,0.22,0.93,sms,hinglish,False,,2024-07-05
electricity bill paid,electricity bill paid,bill_payment,rent,happy,0.75,0.92,manual,hinglish,False,,2024-10-02
car service today,car service today,vehicle_maintenance,fuel,neutral,0.11,0.96,sms,hinglish,False,,2024-12-12
ate outside today,ate outside today,food_order,groceries,happy,0.7,0.93,manual,hinglish,False,,2024-11-14
unplanned purchase,unplanned purchase,shopping,shopping,anxiety,-0.65,0.96,manual,hinglish,False,,2024-08-19
internet bill cleared,internet bill cleared,bill_payment,electricity,regret,-0.63,0.83,sms,hinglish,False,,2024-07-20
shopping mall visit,shopping mall visit,shopping,shopping,casual,0.33,0.83,sms,english,False,,2024-11-11
paid house rent,paid house rent,bill_payment,mobile_bill,anxiety,-0.66,0.91,manual,english,False,,2024-12-08
paid house rent,paid house rent,bill_payment,electricity,impulsive,-0.29,0.98,manual,hinglish,False,,2024-09-16
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,happy,0.73,0.97,manual,english,False,,2024-08-02
concert ticket,concert ticket,entertainment,entertainment,casual,0.2,0.96,sms,hinglish,False,,2024-05-04
paid house rent,paid house rent,bill_payment,rent,happy,0.6,0.92,sms,hinglish,False,,2025-04-27
weekend outing,weekend outing,entertainment,entertainment,impulsive,-0.38,0.89,manual,english,False,,2024-01-11
spotify subscription,spotify subscription,subscription,subscription,care,0.28,0.83,sms,english,False,,2024-08-28
fuel refill before work,fuel refill before work,commute,cab,casual,0.24,0.85,sms,english,False,,2024-01-23
spotify subscription,spotify subscription,subscription,subscription,casual,0.32,0.84,manual,hinglish,False,,2024-01-02
ate outside today,ate outside today,food_order,dining,impulsive,-0.43,0.84,sms,hinglish,False,,2024-03-20
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,anxiety,-0.75,0.84,manual,hinglish,False,,2024-10-15
vet consultation,vet consultation,pet_care,medical,neutral,-0.03,0.9,sms,hinglish,False,,2025-02-25
paid house rent,paid house rent,bill_payment,rent,anxiety,-0.81,0.91,sms,english,False,,2025-03-28
auto ride home,auto ride home,commute,cab,regret,-0.69,0.92,manual,hinglish,False,,2024-10-24
netflix renewal,netflix renewal,subscription,subscription,happy,0.72,0.94,manual,hinglish,False,,2025-03-20
food delivery after work,food delivery after work,food_order,dining,happy,0.59,0.89,sms,hinglish,False,,2024-02-13
weekend outing,weekend outing,entertainment,entertainment,casual,0.28,0.88,manual,english,False,,2024-04-03
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,care,0.34,0.94,manual,hinglish,False,,2024-10-06
learning platform subscription,learning platform subscription,education,education,care,0.3,0.97,sms,hinglish,False,,2025-04-10
unplanned purchase,unplanned purchase,shopping,shopping,impulsive,-0.26,0.84,sms,english,False,,2024-07-11
book purchase,book purchase,education,education,care,0.34,0.89,sms,english,False,,2024-02-28
gaming subscription,gaming subscription,entertainment,entertainment,impulsive,-0.45,0.82,sms,hinglish,False,,2024-12-09
paid house rent,paid house rent,bill_payment,electricity,casual,0.31,0.94,manual,hinglish,False,,2024-06-18
online course fee,online course fee,education,education,casual,0.28,0.93,manual,hinglish,False,,2024-08-21
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,stress,-0.55,0.93,sms,hinglish,False,,2024-06-09
exam registration,exam registration,education,education,care,0.42,0.9,sms,hinglish,False,,2024-03-07
pet food and vet visit,pet food and vet visit,pet_care,medical,happy,0.59,0.88,manual,hinglish,False,,2025-01-05
car service today,car service today,vehicle_maintenance,fuel,impulsive,-0.29,0.98,manual,hinglish,False,,2024-01-17
fuel refill before work,fuel refill before work,commute,fuel,impulsive,-0.39,0.92,manual,hinglish,False,,2024-03-22
engine oil change,engine oil change,vehicle_maintenance,fuel,anxiety,-0.67,0.93,manual,english,False,,2024-09-22
bought clothes online,bought clothes online,shopping,shopping,neutral,0.09,0.97,manual,hinglish,False,,2024-07-02
concert ticket,concert ticket,entertainment,entertainment,impulsive,-0.4,0.86,sms,hinglish,False,,2025-01-22
ordered food again 😩,ordered food again,food_order,dining,happy,0.58,0.85,manual,english,False,,2024-08-12
weekend outing,weekend outing,entertainment,entertainment,anxiety,-0.7,0.93,sms,english,False,,2024-08-04
engine oil change,engine oil change,vehicle_maintenance,fuel,impulsive,-0.33,0.92,manual,english,True,vehicle_repair,2024-03-31
electricity bill paid,electricity bill paid,bill_payment,electricity,casual,0.23,0.88,manual,hinglish,False,,2024-04-08
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.43,0.93,sms,hinglish,False,,2025-01-03
learning platform subscription,learning platform subscription,education,education,impulsive,-0.31,0.94,manual,hinglish,False,,2024-03-31
exam registration,exam registration,education,education,impulsive,-0.35,0.97,sms,english,False,,2025-03-22
impulse shopping again 😐,impulse shopping again,shopping,shopping,neutral,0.08,0.86,manual,hinglish,False,,2025-05-15
metro recharge,metro recharge,commute,fuel,casual,0.2,0.89,manual,hinglish,False,,2025-02-08
fuel refill before work,fuel refill before work,commute,cab,anxiety,-0.82,0.95,sms,english,False,,2025-04-07
online course fee,online course fee,education,education,casual,0.3,0.95,sms,english,False,,2024-06-15
paid house rent,paid house rent,bill_payment,rent,care,0.41,0.95,manual,hinglish,False,,2024-08-30
fuel refill before work,fuel refill before work,commute,fuel,care,0.41,0.86,manual,hinglish,False,,2024-03-11
dog grooming,dog grooming,pet_care,pet_supplies,neutral,0.06,0.83,sms,english,False,,2024-03-31
movie night,movie night,entertainment,entertainment,casual,0.28,0.94,manual,hinglish,False,,2024-01-12
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,stress,-0.6,0.92,manual,hinglish,False,,2025-02-09
doctor visit,doctor visit,health,medical,casual,0.24,0.83,manual,hinglish,False,,2024-05-28
vet consultation,vet consultation,pet_care,pet_supplies,impulsive,-0.26,0.97,sms,english,False,,2024-02-09
concert ticket,concert ticket,entertainment,entertainment,neutral,-0.03,0.99,manual,hinglish,False,,2024-09-21
cloud storage plan,cloud storage plan,subscription,subscription,regret,-0.63,0.98,manual,hinglish,False,,2024-06-30
gaming subscription,gaming subscription,entertainment,entertainment,regret,-0.58,0.85,manual,hinglish,False,,2025-04-23
concert ticket,concert ticket,entertainment,entertainment,casual,0.25,0.85,sms,english,False,,2024-11-13
weekend outing,weekend outing,entertainment,entertainment,regret,-0.66,0.97,manual,hinglish,False,,2025-05-06
ordered food again 😩,ordered food again,food_order,groceries,anxiety,-0.83,0.82,sms,english,False,,2024-02-26
pet food and vet visit,pet food and vet visit,pet_care,medical,neutral,0.07,0.98,manual,english,False,,2024-02-13
ola cab to office,ola cab to office,commute,fuel,anxiety,-0.73,0.86,sms,hinglish,False,,2024-03-17
late night food craving,late night food craving,food_order,dining,impulsive,-0.31,0.87,sms,english,False,,2024-12-13
spotify subscription,spotify subscription,subscription,subscription,regret,-0.6,0.83,sms,english,False,,2025-04-21
online course fee,online course fee,education,education,stress,-0.63,0.88,sms,hinglish,False,,2024-06-25
engine oil change,engine oil change,vehicle_maintenance,fuel,anxiety,-0.67,0.94,manual,hinglish,True,vehicle_repair,2024-01-16
fuel refill before work,fuel refill before work,commute,cab,anxiety,-0.77,0.88,sms,english,False,,2025-03-13
dog grooming,dog grooming,pet_care,pet_supplies,anxiety,-0.7,0.9,sms,english,False,,2024-08-28
clinic consultation,clinic consultation,health,medical,regret,-0.66,0.94,sms,english,False,,2024-01-29
movie night,movie night,entertainment,entertainment,neutral,0.1,0.91,sms,english,False,,2024-08-17
ordered food again 😩,ordered food again,food_order,groceries,impulsive,-0.31,0.84,manual,hinglish,False,,2024-04-27
ola cab to office,ola cab to office,commute,fuel,anxiety,-0.67,0.85,manual,hinglish,False,,2024-11-06
movie night,movie night,entertainment,entertainment,care,0.35,0.87,sms,english,False,,2024-05-09
auto ride home,auto ride home,commute,cab,neutral,0.05,0.92,manual,hinglish,False,,2025-05-03
internet bill cleared,internet bill cleared,bill_payment,electricity,neutral,0.04,0.85,sms,hinglish,False,,2025-01-11
health checkup,health checkup,health,medical,stress,-0.62,0.96,sms,hinglish,False,,2025-01-10
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,stress,-0.54,0.91,sms,english,False,,2025-04-20
clinic consultation,clinic consultation,health,medical,happy,0.75,0.96,manual,hinglish,False,,2024-02-25
concert ticket,concert ticket,entertainment,entertainment,care,0.36,0.99,manual,hinglish,False,,2024-10-27
ola cab to office,ola cab to office,commute,fuel,regret,-0.52,0.99,manual,english,False,,2025-03-06
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.44,0.84,sms,hinglish,False,,2024-12-12
gaming subscription,gaming subscription,entertainment,entertainment,anxiety,-0.79,0.86,sms,hinglish,False,,2024-07-16
electricity bill paid,electricity bill paid,bill_payment,electricity,neutral,0.1,0.9,sms,hinglish,False,,2024-04-21
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,impulsive,-0.27,0.97,sms,english,False,,2025-04-18
unplanned purchase,unplanned purchase,shopping,shopping,casual,0.16,0.92,manual,hinglish,False,,2025-03-25
food delivery after work,food delivery after work,food_order,groceries,stress,-0.53,0.82,manual,hinglish,False,,2024-02-27
metro recharge,metro recharge,commute,fuel,impulsive,-0.27,0.84,manual,english,False,,2024-12-06
medicines bought,medicines bought,health,medical,neutral,0.04,0.92,sms,english,False,,2024-06-20
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,stress,-0.54,0.96,sms,english,False,,2025-05-07
ola cab to office,ola cab to office,commute,fuel,care,0.41,0.85,sms,english,False,,2024-03-07
clinic consultation,clinic consultation,health,medical,neutral,0.05,0.97,manual,english,False,,2024-03-05
health checkup,health checkup,health,medical,care,0.44,0.87,sms,english,False,,2024-10-11
car service today,car service today,vehicle_maintenance,fuel,casual,0.26,0.84,sms,english,False,,2025-01-05
food delivery after work,food delivery after work,food_order,groceries,happy,0.75,0.83,sms,english,False,,2024-04-05
metro recharge,metro recharge,commute,cab,happy,0.56,0.99,sms,hinglish,False,,2024-01-19
gaming subscription,gaming subscription,entertainment,entertainment,stress,-0.6,0.86,sms,hinglish,False,,2024-04-25
concert ticket,concert ticket,entertainment,entertainment,happy,0.58,0.84,manual,hinglish,False,,2024-01-18
late night food craving,late night food craving,food_order,groceries,regret,-0.55,0.93,manual,hinglish,False,,2024-07-16
fuel refill before work,fuel refill before work,commute,cab,care,0.4,0.94,manual,english,False,,2024-05-02
late night food craving,late night food craving,food_order,dining,care,0.42,0.86,sms,english,False,,2024-10-25
cloud storage plan,cloud storage plan,subscription,subscription,care,0.32,0.96,manual,english,False,,2024-01-01
app premium plan,app premium plan,subscription,subscription,impulsive,-0.45,0.91,sms,english,False,,2024-06-04
ola cab to office,ola cab to office,commute,cab,casual,0.28,0.97,sms,english,False,,2024-10-29
health checkup,health checkup,health,medical,happy,0.68,0.98,manual,english,False,,2024-01-18
shopping mall visit,shopping mall visit,shopping,shopping,care,0.44,0.85,manual,hinglish,False,,2024-03-01
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,care,0.43,0.96,manual,english,False,,2024-09-03
metro recharge,metro recharge,commute,fuel,happy,0.58,0.85,manual,hinglish,False,,2024-10-12
learning platform subscription,learning platform subscription,education,education,regret,-0.6,0.85,sms,english,False,,2024-05-04
electricity bill paid,electricity bill paid,bill_payment,electricity,happy,0.69,0.9,sms,hinglish,False,,2024-09-22
exam registration,exam registration,education,education,impulsive,-0.44,0.83,manual,hinglish,False,,2024-02-05
electricity bill paid,electricity bill paid,bill_payment,electricity,regret,-0.56,0.9,manual,english,False,,2025-03-22
ate outside today,ate outside today,food_order,groceries,neutral,0.04,0.9,sms,hinglish,False,,2024-05-05
movie night,movie night,entertainment,entertainment,regret,-0.66,0.9,manual,hinglish,False,,2024-03-25
weekend outing,weekend outing,entertainment,entertainment,casual,0.3,0.83,sms,english,False,,2024-02-18
medicines bought,medicines bought,health,medical,casual,0.22,0.85,sms,english,False,,2024-09-08
gaming subscription,gaming subscription,entertainment,entertainment,regret,-0.7,0.91,sms,english,False,,2024-09-29
doctor visit,doctor visit,health,medical,anxiety,-0.83,0.94,sms,hinglish,False,,2024-03-09
auto ride home,auto ride home,commute,cab,neutral,0.06,0.93,manual,hinglish,False,,2025-01-29
electricity bill paid,electricity bill paid,bill_payment,rent,casual,0.35,0.84,sms,hinglish,False,,2024-10-31
ordered food again 😩,ordered food again,food_order,groceries,anxiety,-0.65,0.93,sms,english,False,,2024-01-01
medicines bought,medicines bought,health,medical,anxiety,-0.77,0.97,sms,hinglish,False,,2024-01-04
weekend outing,weekend outing,entertainment,entertainment,happy,0.59,0.95,sms,hinglish,False,,2024-12-23
spotify subscription,spotify subscription,subscription,subscription,happy,0.62,0.92,sms,hinglish,False,,2024-02-19
pet food and vet visit,pet food and vet visit,pet_care,medical,casual,0.22,0.96,sms,english,False,,2024-11-24
weekend outing,weekend outing,entertainment,entertainment,care,0.25,0.95,manual,english,False,,2024-12-10
fuel refill before work,fuel refill before work,commute,cab,casual,0.35,0.96,sms,hinglish,False,,2024-07-25
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.33,0.88,manual,english,False,,2025-01-25
